,datetime,Sample_ID,Code,Gage_Ht,Temp,pH,Cond,Cl,NO3-N,SO4-S,Na,K,Mg,Ca,NH4-N,PO4-P,DOC,DIC,TDN,TDP,SiO2,DON,TSS,Turbidity,source,discharge(cfs),discharge(m/yr),rank,stage,discharge(cms),notes,datetime.1,gageheight,site,code,datetime_last,d18O,d18O_stdev,d2H,d2H_stdev,dexcess,dexcess_stdev,DO%,Temperature,SO4,Bromide,rank_sp,rainfall(mm),rainfall(in),pc1,pc2,binnum,F1_med,F2_med,Na_backcalc_5,Na_backcalc_95,Na_backcalc_med,Na_backcalc_mean,Ca_backcalc_5,Ca_backcalc_95,Ca_backcalc_med,Ca_backcalc_mean,Mg_backcalc_5,Mg_backcalc_95,Mg_backcalc_med,Mg_backcalc_mean,Cl_backcalc_5,Cl_backcalc_95,Cl_backcalc_med,Cl_backcalc_mean,F1_std,F2_std,F1_5,F2_5,F1_95,F2_95,F1_25,F2_25,F1_75,F2_75
9053,2006-07-05 10:00:00,QP,25750.0,1.41,23.0,7.05,74.5,7.75,47.0,0.46,5.8,0.32,3.05,4.34,,,1.08,,0.11,,19.18,0.06,4.68,,EDI,0.3738326555182765,1.0768793196396234,58.7316018515952,1.41,,Checked correct,,,QP,,,,,,,,,,,,,,,,0.7421792391928331,-0.27064143818586006,2.0,0.2218988976653467,0.7781011023346533,5.470539347839531,6.940756669422563,5.758347307642467,6.198215501128913,3.4625621649938267,5.052117876803938,4.538089249471454,3.8065425441284644,1.6053499213155724,3.4212453715686055,3.007848437580192,2.574308655313111,6.887839698987352,9.12870551974964,7.74256339490168,8.824242310186447,7.494170099806044,7.494170099806044,-0.3070621955206143,0.5734866052710552,0.42651339472894484,1.307062195520614,0.1513121047636578,0.7253080306479803,0.27469196935201967,0.8486878952363422
9054,2006-07-11 10:05:00,QP,25766.0,1.54,22.8,7.05,63.9,7.42,48.0,0.44,5.24,0.31,2.46,3.51,,,0.98,,0.11,,14.37,0.06,6.0,,EDI,1.0336064221043542,2.9774535856631834,86.97230922748565,1.581,,Checked correct,,,QP,,,,,,,,,,,,,,,,2.164434560009478,0.06804066034053648,5.0,0.3526396499543478,0.6473603500456522,4.832086526733099,6.11539730060677,5.156309255759243,5.747802981029812,2.4405302167287726,4.345896239461796,3.842422114300063,2.738160442687174,1.3828367627653109,2.9082865694578968,2.5280788114068162,1.9305111888085393,6.168363160126726,9.137903485771112,7.049417832677285,8.770666595685974,11.396480674323694,11.396480674323696,-0.08900487653494969,0.36335701826646893,0.6366429817335308,1.0890048765349498,0.29374951990728215,0.5841418511963181,0.4158581488036818,0.7062504800927178
9055,2006-07-18 10:22:00,QP,25782.0,1.41,22.9,7.12,79.0,7.91,52.0,0.43,6.1,0.32,3.35,4.39,,,0.75,,0.1,,17.86,0.04,4.7,,EDI,0.4030666460577017,1.161092080022479,62.35413144108435,1.422,,Checked correct,,,QP,,,,,,,,,,,,,,,,0.22292612430990122,-0.2729144090619323,3.0,0.1744561810415754,0.8255438189584245,5.693571183563771,7.232323593164926,5.979993583872433,6.362657216073217,3.7812396766820244,5.299458181095315,4.788736636144138,4.196599607680186,1.6913087381099596,3.6157906301395615,3.193908111253683,2.80935354137778,7.149856275812888,9.113503247040162,7.988813156542724,8.843802340111631,6.088772884247118,6.088772884247118,-0.38113408616240746,0.6517097258874898,0.34829027411250996,1.3811340861624068,0.09322787425893504,0.7740152481954176,0.22598475180458252,0.9067721257410649
9056,2006-07-26 09:12:00,QP,25798.0,1.36,23.0,7.11,86.1,8.17,54.0,0.46,6.52,0.31,3.57,5.05,6.0,,0.68,,0.11,,20.89,0.05,4.8,,EDI,0.2712469682678375,0.7813663315143389,40.25362419269895,1.36,,Checked correct,,,QP,,,,,,,,,,,,,,,,-0.6990032151381033,-0.41831576427922607,1.0,0.09142502057250984,0.9085749794274902,6.076738814726009,7.734393045117692,6.35464961330657,6.6546220349467475,4.22464634292153,5.737909403698087,5.241706819110208,4.889142494068758,1.8596548377450537,3.9600150720307687,3.5140705607160156,3.2266736697300273,7.588272745314866,9.253545885278932,8.417651691512532,8.878531001243696,3.673113733856207,3.673113733856207,-0.5077119346168599,0.7823085342041959,0.21769146579580392,1.5077119346168597,-0.0018900654229634035,0.8571333061049745,0.14286669389502551,1.0018900654229634
9057,2006-08-01 09:28:00,QP,25814.0,1.44,23.0,6.91,76.3,7.86,41.0,0.45,5.94,0.35,3.1,4.37,,,0.73,,0.15,,17.39,0.11,3.5,,EDI,0.5002623756037547,1.4410785112782507,70.84305790392771,1.457,,Checked correct,,,QP,,,,,,,,,,,,,,,,0.5519368727572243,-0.2004149261850953,4.0,0.20441453867299103,0.795585461327009,5.55461584234031,7.046062835420316,5.8394980999289094,6.258463153179737,3.58882137748165,5.142684475902562,4.631997196921462,3.949450456836372,1.6367378965579582,3.4921735640650926,3.0764042878619287,2.6604236810334796,6.984724533150247,9.115897727167328,7.831095372087274,8.83140865406356,6.977312302674629,6.97731230267463,-0.3353541223119448,0.6012508322670748,0.39874916773292474,1.3353541223119447,0.1305928080436233,0.7430369106449686,0.2569630893550314,0.8694071919563767
9058,2006-08-08 09:48:00,QP,25830.0,1.72,22.9,6.94,65.0,7.22,42.0,0.46,5.25,0.34,2.58,3.71,6.0,,2.1,,0.12,,13.57,0.07,16.67,,EDI,0.8920166490264186,2.569583657101949,84.86805998281454,1.555,,Checked correct,,,QP,,,,,,,,,,,,,,,,2.02679607088747,-0.24059328459754337,5.0,0.34040326686200545,0.6595967331379945,4.894944925557128,6.196958083567897,5.214414807975675,5.791391567298886,2.5544446400556273,4.412724582956771,3.9108970803244265,2.841552918071222,1.4029826341519858,2.9540706140363793,2.5710989936111988,1.9928145666151174,6.2363817379756625,9.161552836085699,7.1206780937073395,8.775851375302985,11.016967409384348,11.016967409384348,-0.11023070000100335,0.3877818871484324,0.6122181128515674,1.1102307000010034,0.2804008401793868,0.5980249822087889,0.40197501779121114,0.7195991598206131
9059,2006-08-15 09:30:00,QP,25846.0,1.44,23.2,7.15,78.4,8.34,47.0,0.47,6.27,0.33,3.16,4.47,6.0,,1.1,,0.1,,18.33,0.05,4.0,,EDI,0.4911847036504177,1.414928957319492,70.18197189345013,1.454,,Checked correct,,,QP,,,,,,,,,,,,,,,,0.04884886803091886,0.15231398253562453,4.0,0.15845483316350004,0.8415451668364999,5.7666697492043255,7.327422809060905,6.055203230137588,6.417785556635562,3.8769261484447712,5.381845918760842,4.87184791726083,4.3273644725777975,1.7221768839978557,3.6804183917576334,3.2561868901879616,2.888151275461208,7.234743221391941,9.119669340489361,8.078394161682908,8.850359751602351,5.622295127342836,5.622295127342837,-0.4017314849216505,0.6767696095290238,0.3232303904709762,1.4017314849216505,0.07404668617311258,0.7899978620781152,0.21000213792188482,0.9259533138268874
9060,2006-08-22 09:47:00,QP,25862.0,1.4,23.2,7.06,80.6,9.84,84.0,0.53,6.49,0.37,3.51,4.96,5.0,,0.81,,0.12,,19.27,0.03,6.3,,EDI,0.3443000590763558,0.9918063815372102,54.23718712753279,1.397,,Checked correct,,,QP,,,,,,,,,,,,,,,,-1.205428862724766,0.9400507529667421,2.0,0.047866026971759054,0.952133973028241,6.283748547792415,8.020436968338464,6.537882470740156,6.815001432959056,4.419126145519425,6.019582113402546,5.53281947482944,5.269563709355006,1.9439131069439892,4.154768098833936,3.676442377681596,3.4559120801035044,7.80297142549378,9.447406244307595,8.570220380698547,8.89760782627904,2.4803585890743016,2.4803585890743016,-0.5842919891433407,0.8454669742768668,0.1545330257231329,1.5842919891433405,-0.057807016116085116,0.9069562120420896,0.09304378795791056,1.0578070161160853
9061,2006-08-29 09:32:00,QP,25878.0,1.4,23.1,6.83,81.4,7.86,65.0,0.43,6.13,0.32,3.27,4.52,,,1.1,,0.11,,19.57,0.05,4.4,,EDI,0.4236660521702778,1.2204316644917304,64.58935055575574,1.43,,Checked correct,,,QP,,,,,,,,,,,,,,,,0.20907791319422125,-0.32478733413525257,3.0,0.17315949783499493,0.8268405021650049,5.699345184748252,7.240418792898861,5.985800139583589,6.367042791276356,3.7883620424300415,5.305889299006243,4.795358698888544,4.207002227151103,1.6936024549186066,3.6209319042264334,3.1990923233841553,2.815622066516275,7.1566567710215345,9.115917469903541,7.99556190482356,8.844323995959336,6.051557256244637,6.051557256244637,-0.3832296557554096,0.6533612211142183,0.34663877888578165,1.383229655755409,0.09156320374237922,0.7752082264453547,0.22479177355464539,0.9084367962576209
9062,2006-09-05 09:20:00,QP,25894.0,1.5,23.4,6.66,68.6,7.31,59.0,0.53,5.57,0.35,2.85,4.13,5.0,,2.35,,0.12,,15.95,0.06,12.3,,EDI,0.8869329522915584,2.5549393294856246,84.77811347950217,1.554,,Checked correct,,,QP,,,,,,,,,,,,,,,,1.3332301116686878,-0.44989682321297314,5.0,0.27694664639313626,0.7230533536068637,5.206193276812663,6.598131043955687,5.506549260544375,6.011036230935902,3.0432007426409897,4.764477567634054,4.249952555970485,3.362551817602738,1.512697269572854,3.201655369995566,2.803836054221178,2.306763827949187,6.59279535605012,9.142422417267355,7.461191575910611,8.80197769121431,9.109589773616895,9.109589773616893,-0.21718496663957992,0.48457978753838327,0.5154202124616166,1.21718496663958,0.21109585504756015,0.66770338919608,0.33229661080392,0.7889041449524399
